n01530575,n01524359
n01531178,n01524359
n01532829,n01524359
n01534433,n01524359
n01537544,n01524359
n01558993,n01524359
n01560419,n01524359
n01580077,n01524359
n01582220,n01524359
n01592084,n01524359
n01601694,n01524359
n01675722,n01674216
n01677366,n01674216
n01682714,n01674216
n01685808,n01674216
n01687978,n01674216
n01688243,n01674216
n01689811,n01674216
n01692333,n01674216
n01693334,n01674216
n01694178,n01674216
n01695060,n01674216
n01728572,n01726692
n01728920,n01726692
n01729322,n01726692
n01729977,n01726692
n01734418,n01726692
n01735189,n01726692
n01737021,n01726692
n01739381,n01726692
n01740131,n01726692
n01742172,n01726692
n01744401,n01726692
n01748264,n01726692
n01749939,n01726692
n01751748,n01726692
n01753488,n01726692
n01755581,n01726692
n01756291,n01726692
n01847000,n01844917
n01855032,n01844917
n01855672,n01844917
n01860187,n01844917
n02002556,n01844917
n02002724,n01844917
n02006656,n01844917
n02007558,n01844917
n02009229,n01844917
n02009912,n01844917
n02011460,n01844917
n02012849,n01844917
n02013706,n01844917
n02017213,n01844917
n02018207,n01844917
n02018795,n01844917
n02025239,n01844917
n02027492,n01844917
n02028035,n01844917
n02033041,n01844917
n02037110,n01844917
n02051845,n01844917
n02056570,n01844917
n02058221,n01844917
n02088094,n02087551
n02088238,n02087551
n02088364,n02087551
n02088466,n02087551
n02088632,n02087551
n02089078,n02087551
n02089867,n02087551
n02089973,n02087551
n02090379,n02087551
n02090622,n02087551
n02090721,n02087551
n02091032,n02087551
n02091134,n02087551
n02091244,n02087551
n02091467,n02087551
n02091635,n02087551
n02091831,n02087551
n02092002,n02087551
n02092339,n02087551
n02093256,n02092468
n02093428,n02092468
n02093647,n02092468
n02093754,n02092468
n02093859,n02092468
n02093991,n02092468
n02094114,n02092468
n02094258,n02092468
n02094433,n02092468
n02095314,n02092468
n02095570,n02092468
n02095889,n02092468
n02096051,n02092468
n02096177,n02092468
n02096294,n02092468
n02096437,n02092468
n02096585,n02092468
n02097047,n02092468
n02097130,n02092468
n02097209,n02092468
n02097298,n02092468
n02097474,n02092468
n02097658,n02092468
n02098105,n02092468
n02098286,n02092468
n02098413,n02092468
n02099267,n02098550
n02099429,n02098550
n02099601,n02098550
n02099712,n02098550
n02099849,n02098550
n02100236,n02098550
n02100583,n02098550
n02100735,n02098550
n02100877,n02098550
n02101006,n02098550
n02101388,n02098550
n02101556,n02098550
n02102040,n02098550
n02102177,n02098550
n02102318,n02098550
n02102480,n02098550
n02102973,n02098550
n02123045,n02120997
n02123159,n02120997
n02123394,n02120997
n02123597,n02120997
n02124075,n02120997
n02125311,n02120997
n02127052,n02120997
n02128385,n02120997
n02128757,n02120997
n02128925,n02120997
n02129165,n02120997
n02129604,n02120997
n02130308,n02120997
n02389026,n02370806
n02391049,n02370806
n02395406,n02370806
n02396427,n02370806
n02397096,n02370806
n02398521,n02370806
n02403003,n02370806
n02408429,n02370806
n02410509,n02370806
n02412080,n02370806
n02415577,n02370806
n02417914,n02370806
n02422106,n02370806
n02422699,n02370806
n02423022,n02370806
n02437312,n02370806
n02437616,n02370806
n02480495,n02469914
n02480855,n02469914
n02481823,n02469914
n02483362,n02469914
n02483708,n02469914
n02484975,n02469914
n02486261,n02469914
n02486410,n02469914
n02487347,n02469914
n02488291,n02469914
n02488702,n02469914
n02489166,n02469914
n02490219,n02469914
n02492035,n02469914
n02492660,n02469914
n02493509,n02469914
n02493793,n02469914
n02494079,n02469914
n02497673,n02469914
n02500267,n02469914
n02727426,n02913152
n02793495,n02913152
n02859443,n02913152
n03028079,n02913152
n03032252,n02913152
n03457902,n02913152
n03529860,n02913152
n03661043,n02913152
n03781244,n02913152
n03788195,n02913152
n03877845,n02913152
n03956157,n02913152
n04081281,n02913152
n04346328,n02913152
n02687172,n03125870
n02690373,n03125870
n02692877,n03125870
n02782093,n03125870
n02951358,n03125870
n02981792,n03125870
n03095699,n03125870
n03344393,n03125870
n03447447,n03125870
n03662601,n03125870
n03673027,n03125870
n03947888,n03125870
n04147183,n03125870
n04266014,n03125870
n04273569,n03125870
n04347754,n03125870
n04483307,n03125870
n04552348,n03125870
n04606251,n03125870
n04612504,n03125870
n03207941,n03257877
n03259280,n03257877
n03297495,n03257877
n03483316,n03257877
n03584829,n03257877
n03761084,n03257877
n04070727,n03257877
n04111531,n03257877
n04442312,n03257877
n04517823,n03257877
n04542943,n03257877
n04554684,n03257877
n02979186,n03278248
n02988304,n03278248
n02992529,n03278248
n03085013,n03278248
n03187595,n03278248
n03584254,n03278248
n03777754,n03278248
n03782006,n03278248
n03857828,n03278248
n03902125,n03278248
n04392985,n03278248
n02776631,n03297735
n02791270,n03297735
n02871525,n03297735
n02927161,n03297735
n03089624,n03297735
n03461385,n03297735
n04005630,n03297735
n04200800,n03297735
n04443257,n03297735
n04462240,n03297735
n02791124,n03405265
n02804414,n03405265
n02870880,n03405265
n03016953,n03405265
n03018349,n03405265
n03125729,n03405265
n03131574,n03405265
n03179701,n03405265
n03201208,n03405265
n03290653,n03405265
n03337140,n03405265
n03376595,n03405265
n03388549,n03405265
n03742115,n03405265
n03891251,n03405265
n03998194,n03405265
n04099969,n03405265
n04344873,n03405265
n04380533,n03405265
n04429376,n03405265
n04447861,n03405265
n04550184,n03405265
n02799071,n03414162
n02802426,n03414162
n03134739,n03414162
n03445777,n03414162
n03598930,n03414162
n03942813,n03414162
n04023962,n03414162
n04118538,n03414162
n04254680,n03414162
n04409515,n03414162
n04540053,n03414162
n06785654,n03414162
n02667093,n03419014
n02837789,n03419014
n02865351,n03419014
n02883205,n03419014
n02892767,n03419014
n02963159,n03419014
n03188531,n03419014
n03325584,n03419014
n03404251,n03419014
n03534580,n03419014
n03594734,n03419014
n03595614,n03419014
n03617480,n03419014
n03630383,n03419014
n03710721,n03419014
n03770439,n03419014
n03866082,n03419014
n03980874,n03419014
n04136333,n03419014
n04325704,n03419014
n04350905,n03419014
n04370456,n03419014
n04371430,n03419014
n04479046,n03419014
n04591157,n03419014
n02708093,n03574816
n02749479,n03574816
n02794156,n03574816
n02841315,n03574816
n02879718,n03574816
n02950826,n03574816
n03196217,n03574816
n03197337,n03574816
n03467068,n03574816
n03544143,n03574816
n03692522,n03574816
n03706229,n03574816
n03773504,n03574816
n03841143,n03574816
n03891332,n03574816
n04008634,n03574816
n04009552,n03574816
n04044716,n03574816
n04086273,n03574816
n04090263,n03574816
n04118776,n03574816
n04141975,n03574816
n04317175,n03574816
n04328186,n03574816
n04355338,n03574816
n04356056,n03574816
n04376876,n03574816
n04548280,n03574816
n02666196,n03699975
n02977058,n03699975
n03180011,n03699975
n03485407,n03699975
n03496892,n03699975
n03642806,n03699975
n03832673,n03699975
n04238763,n03699975
n04243546,n03699975
n04428191,n03699975
n04525305,n03699975
n06359193,n03699975
n02966193,n03738472
n02974003,n03738472
n03425413,n03738472
n03532672,n03738472
n03874293,n03738472
n03944341,n03738472
n03992509,n03738472
n04019541,n03738472
n04040759,n03738472
n04067472,n03738472
n04371774,n03738472
n04372370,n03738472
n02701002,n03791235
n02704792,n03791235
n02814533,n03791235
n02930766,n03791235
n03100240,n03791235
n03345487,n03791235
n03417042,n03791235
n03444034,n03791235
n03445924,n03791235
n03594945,n03791235
n03670208,n03791235
n03770679,n03791235
n03777568,n03791235
n03785016,n03791235
n03796401,n03791235
n03930630,n03791235
n03977966,n03791235
n04037443,n03791235
n04252225,n03791235
n04285008,n03791235
n04461696,n03791235
n04467665,n03791235
n02672831,n03800933
n02676566,n03800933
n02787622,n03800933
n02804610,n03800933
n02992211,n03800933
n03017168,n03800933
n03110669,n03800933
n03249569,n03800933
n03272010,n03800933
n03372029,n03800933
n03394916,n03800933
n03447721,n03800933
n03452741,n03800933
n03494278,n03800933
n03495258,n03800933
n03720891,n03800933
n03721384,n03800933
n03838899,n03800933
n03840681,n03800933
n03854065,n03800933
n03884397,n03800933
n04141076,n03800933
n04311174,n03800933
n04487394,n03800933
n04515003,n03800933
n04536866,n03800933
n02825657,n04014297
n02840245,n04014297
n02843684,n04014297
n02895154,n04014297
n03000247,n04014297
n03146219,n04014297
n03220513,n04014297
n03347037,n04014297
n03424325,n04014297
n03527444,n04014297
n03637318,n04014297
n03657121,n04014297
n03788365,n04014297
n03929855,n04014297
n04141327,n04014297
n04192698,n04014297
n04229816,n04014297
n04417672,n04014297
n04423845,n04014297
n04435653,n04014297
n04507155,n04014297
n04523525,n04014297
n04589890,n04014297
n04590129,n04014297
n02910353,n04081844
n03075370,n04081844
n03208938,n04081844
n03476684,n04081844
n03627232,n04081844
n03803284,n04081844
n03804744,n04081844
n03874599,n04081844
n04127249,n04081844
n04153751,n04081844
n04162706,n04081844
n02951585,n04451818
n03041632,n04451818
n03109150,n04451818
n03481172,n04451818
n03498962,n04451818
n03649909,n04451818
n03658185,n04451818
n03954731,n04451818
n03967562,n04451818
n03970156,n04451818
n04154565,n04451818
n04208210,n04451818
